CompanyName,TypeOfLaptop,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
Apple,2 in 1 Convertible,16.78958660965946,4K,AMD Ryzen 5,16GB,128GB SSD,NVIDIA GeForce GTX 1650,No OS,4.307611765205124,60057.631649346135
hp,NoteBook,12.427064232453102,Full HD,Intel Xeon E3-1505M ,8GB,2TB NVMe SSD,AMD Radeon RX 5600M,Windows 11,4.812930839690374,34122.868705922905
MSI,Gaming,17.166830384719116,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,2TB HDD,AMD Radeon RX 5600M,macOS,3.852691579882277,60546.909924636755
hp,Business Laptop,14.624561437503733,IPS Panel Retina Display 2560x1600,Intel Core i7,12GB,128GB PCIe SSD,AMD Radeon RX 5600M,macOS,4.362349214645215,78174.58571782323
Chuwi,UltraBook,16.98621484406195,IPS Panel Retina Display 2560x1600,Intel Core i9,8GB,6TB HDD,NVIDIA GeForce GTX 1650,Linux,2.2473312516379083,38120.87920803817
Dell,Gaming,15.938860700520706,4K,Intel Xeon E3-1505M ,8GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 11,2.0380627218386493,87478.33193418795
Apple,Business Laptop,16.101608246965434,2K,AMD Ryzen 5,8GB,256GB SSD,AMD Radeon RX 5600M,Linux,2.2374382203633365,31914.41192260372
MSI,Business Laptop,12.240773223961122,4K,Intel Celeron Dual Core 3855U ,16GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,2.620180923059359,66859.23600769686
Chuwi,Business Laptop,17.101265120323106,Full HD,Intel Xeon E3-1505M ,12GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,4.305419131231565,41675.4514529873
lenevo,2 in 1 Convertible,15.38481678325838,Full HD,AMD Ryzen 7,12GB,1TB SSHD,NVIDIA GeForce GTX 1650,Windows 11,3.6665876831700217,52328.57626592164
Apple,NoteBook,14.393643452722731,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,4GB,1TB HDD,Intel Iris Xe Graphics,macOS,2.759388738387535,66981.50032982287
Asus,UltraBook,17.806869020937704,4K,Intel Atom x5-Z8550,4GB,6TB HDD,NVIDIA GeForce GTX 1650,Windows 11,2.9191271757401864,31159.45402187017
Chuwi,WorkStation,16.44487481275616,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,12GB,2TB NVMe SSD,Intel Iris Xe Graphics,macOS,4.0247654374485204,44830.920946539314
Asus,Gaming,12.052126986083048,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,12GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 10,4.838551536592002,58539.36760034479
hp,Business Laptop,14.349223961161535,4K,Intel Core i7,12GB,512GB eMMC,NVIDIA GeForce GTX 1650,Windows 10,4.801278222971845,74504.5347728081
MSI,NoteBook,12.219115042045772,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,8GB,256GB SSD,NVIDIA GeForce GTX 1650,Linux,3.986896800002919,69366.17547947305
Apple,Gaming,15.995390646773032,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,8GB,1TB SSHD,NVIDIA GeForce GTX 1650,Windows 11,3.5289784915723836,50166.26300467283
Microsoft,Business Laptop,13.253466059065882,HD 1920x1080 ,AMD Ryzen 7,16GB,6TB HDD,Intel Iris Xe Graphics,macOS,4.615994373245147,66522.0241623135
Microsoft,Gaming,13.705398135197505,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,12GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.1037890110055595,66324.76930578516
Asus,NoteBook,17.166359604516693,4K,Intel Pentium Quad Core N4200,16GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,4.009612021542994,68260.48081224205
Chuwi,WorkStation,12.492764840121904,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8GB,256GB PCIe SSD,AMD Radeon RX 5600M,Linux,3.460415143449325,49781.53275413421
Microsoft,Business Laptop,15.793545896259936,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,16GB,1TB HDD,AMD Radeon RX 5600M,macOS,2.498988070069374,45467.54779246855
hp,2 in 1 Convertible,14.956718778420967,2K,Intel Atom x5-Z8550,4GB,128GB PCIe SSD,AMD Radeon RX 5600M,Windows 10,4.267118171950136,57313.128634943954
Acer,NoteBook,12.577889586037186,4K,AMD Ryzen 5,12GB,4TB HDD,Intel Iris Xe Graphics,Windows 10,4.397147469319812,38724.733147124774
Chuwi,2 in 1 Convertible,17.109918918657584,HD 1920x1080 ,AMD A9-Series 9420,12GB,2TB HDD,Intel Iris Xe Graphics,Linux,3.9394693981617936,43386.66666561457
hp,UltraBook,11.096057897822245,HD 1920x1080 ,Intel Xeon E3-1505M ,4GB,4TB HDD,AMD Radeon RX 5600M,Linux,3.0484632009902373,37073.31087686133
Apple,NoteBook,15.499574011693326,2K,Intel Core i7,16GB,2TB NVMe SSD,AMD Radeon RX 5600M,No OS,2.3455216299096895,60122.91167760898
MSI,Business Laptop,16.696315412720537,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,8GB,512GB eMMC,AMD Radeon RX 5600M,No OS,4.076555942021233,62355.302872171465
lenevo,2 in 1 Convertible,11.596786747712725,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,12GB,128GB SSD,AMD Radeon RX 5600M,macOS,2.937972232081683,60945.77302224678
Asus,Business Laptop,16.53876192201435,Full HD,AMD Ryzen 5,16GB,256GB SSD,Intel Iris Xe Graphics,Linux,4.1579102402910095,44994.67192194755
MSI,Business Laptop,17.568421982319588,2K,Intel Core i7,12GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,4.812475426299077,45555.76687073906
Microsoft,Business Laptop,12.645649774369533,2K,Intel Atom x5-Z8550,8GB,256GB PCIe SSD,Intel Iris Xe Graphics,macOS,3.6284411553599263,45233.52129679259
Dell,Business Laptop,17.828489876105113,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,8GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,2.988124862984848,76961.86781009015
Asus,Gaming,17.669741499669875,Full HD,AMD A9-Series 9420,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,Linux,4.92055229126407,42397.48634431489
Chuwi,Gaming,16.76473572898248,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,macOS,2.961920596838856,55189.88036092487
MSI,Gaming,14.025595431964783,Full HD,Intel Atom x5-Z8550,8GB,512GB eMMC,Intel Iris Xe Graphics,macOS,2.9272127890267865,30874.00436864753
Dell,WorkStation,17.439841781892568,Full HD,AMD Ryzen 7,4GB,4TB HDD,AMD Radeon RX 5600M,Linux,2.8517831550687394,54722.242948328494
MSI,Business Laptop,11.862581576623782,Full HD,Intel Celeron Dual Core 3855U ,16GB,512GB SSD,AMD Radeon RX 5600M,Linux,3.301778781986338,61628.226152741874
Apple,Gaming,11.588212889623367,Full HD,Intel Atom x5-Z8550,12GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 11,2.2414084478511804,41367.48024129508
Acer,Business Laptop,11.526298563962795,4K,AMD Ryzen 5,12GB,256GB PCIe SSD,AMD Radeon RX 5600M,Linux,2.679382265049657,37642.244138510396
lenevo,WorkStation,12.62216185227238,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420,4GB,2TB HDD,AMD Radeon RX 5600M,Linux,3.383311500425463,45457.9877004364
lenevo,UltraBook,16.307761844899545,Full HD,Intel Core i5,12GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,4.826796494302227,40869.421408782764
Acer,UltraBook,14.469113160829487,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,12GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,4.669445142657434,45895.385125000816
Apple,Gaming,13.24285518374552,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,8GB,4TB HDD,Intel Iris Xe Graphics,macOS,4.331877443249925,42083.856592858516
Asus,Business Laptop,13.008690327384077,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,Linux,3.3110975688754984,35437.275513091816
Asus,Gaming,13.620805905663744,2K,Intel Pentium Quad Core N4200,8GB,1TB HDD,AMD Radeon RX 5600M,Linux,2.640045152522004,36482.04179817405
lenevo,2 in 1 Convertible,13.274713123144958,HD 1920x1080 ,AMD Ryzen 7,8GB,256GB Flash Storage,Intel Iris Xe Graphics,Windows 11,4.943397426947191,30080.515939180314
Acer,UltraBook,13.716685227692963,Full HD,Intel Xeon E3-1505M ,12GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.1835962935381676,30894.62884560441
MSI,NoteBook,16.97092938957695,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,8GB,256GB eMMC,Intel Iris Xe Graphics,Windows 10,2.644594587903208,37232.78771513164
Dell,UltraBook,17.27043977522083,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8GB,2TB HDD,NVIDIA GeForce GTX 1650,No OS,3.1918017825409906,91597.99325705876
MSI,NoteBook,17.647067374697574,2K,Intel Core i7,12GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,3.9509871733146396,30336.63487420849
Acer,WorkStation,12.260341648171755,2K,Intel Xeon E3-1505M ,12GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,4.314318955832549,69596.79970607656
MSI,2 in 1 Convertible,13.773950115052633,HD 1920x1080 ,Intel Core i7,12GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,2.4420351149347086,64960.67505986986
Microsoft,2 in 1 Convertible,13.5421427274776,HD 1920x1080 ,Intel Core i7,12GB,2TB HDD,Intel Iris Xe Graphics,macOS,2.584682990010601,40225.197467001126
Dell,2 in 1 Convertible,15.234693719218228,2K,Intel Atom x5-Z8550,8GB,2TB NVMe SSD,Intel Iris Xe Graphics,Windows 11,4.6347434814360415,86864.07825705847
Dell,Business Laptop,13.859275890353139,HD 1920x1080 ,Intel Core i9,4GB,128GB SSD,NVIDIA GeForce GTX 1650,Linux,2.885360501482644,37930.65071884157
Asus,WorkStation,16.78400834465247,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,8GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,3.920608107142212,42180.409364458465
Asus,NoteBook,17.55131636069749,Full HD,Intel Core i9,8GB,512GB SSD,AMD Radeon RX 5600M,Windows 11,2.610158927975836,33729.977298723556
Chuwi,Gaming,16.42153038227904,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,8GB,6TB HDD,AMD Radeon RX 5600M,Linux,3.927342347919059,43042.918123729614
lenevo,2 in 1 Convertible,15.183015042907702,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,8GB,4TB HDD,AMD Radeon RX 5600M,Windows 10,3.6273681286087243,46441.31399880974
Acer,2 in 1 Convertible,17.4705700903145,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,8GB,1TB SSHD,NVIDIA GeForce GTX 1650,Linux,4.228327085068922,55320.92854366514
hp,WorkStation,14.483896721530872,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,16GB,256GB Flash Storage,Intel Iris Xe Graphics,Windows 10,2.972102668758169,65563.5687259828
lenevo,Gaming,12.49737207852709,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,8GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,2.876313709967053,59078.21704742036
Dell,UltraBook,13.84413119579188,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,4GB,2TB SATA SSD,AMD Radeon RX 5600M,Linux,4.643634415238628,43880.31387015257
hp,Gaming,13.967570585411519,Full HD,AMD A9-Series 9420,12GB,4TB HDD,Intel Iris Xe Graphics,macOS,2.4682777133473146,74648.48991948509
Acer,Gaming,17.898051830454655,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,8GB,128GB PCIe SSD,AMD Radeon RX 5600M,No OS,2.206143750506982,31296.510443398318
Chuwi,Gaming,12.074945779697726,2K,Intel Xeon E3-1505M ,16GB,1TB SSHD,Intel Iris Xe Graphics,Linux,2.851039272920528,39696.237992188064
Chuwi,NoteBook,17.409467445075894,4K,AMD Ryzen 5,16GB,128GB SSD,Intel Iris Xe Graphics,macOS,2.123164072209354,54139.57134814104
Dell,WorkStation,14.083437935807952,2K,AMD Ryzen 7,8GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,macOS,2.795141764911968,83882.43682610229
Dell,UltraBook,12.581895743064683,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,4GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,macOS,2.9651591335352823,35904.19219076451
MSI,Business Laptop,14.623940451826693,Full HD,Intel Atom x5-Z8550,4GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 11,3.873612721243323,41502.32141646615
MSI,UltraBook,16.794046502936304,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 10,4.515375414858263,46482.96972766641
Asus,UltraBook,17.81298764870059,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420,8GB,2TB HDD,NVIDIA GeForce GTX 1650,Windows 11,3.7451625835733804,39675.200522354324
MSI,Business Laptop,14.99115391847058,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,12GB,512GB eMMC,NVIDIA GeForce GTX 1650,Windows 11,3.240871250759932,66347.44546392953
MSI,Gaming,17.936836411421208,HD 1920x1080 ,AMD A9-Series 9420,16GB,4TB HDD,Intel Iris Xe Graphics,Windows 10,2.8045360642561,31426.591284584585
Apple,2 in 1 Convertible,13.250938398120182,HD 1920x1080 ,Intel Xeon E3-1505M ,12GB,6TB HDD,AMD Radeon RX 5600M,No OS,4.743952505427032,35937.66482651939
Asus,UltraBook,13.12634987926228,Full HD,AMD A9-Series 9420,16GB,1TB SSHD,AMD Radeon RX 5600M,No OS,2.929921747558337,54200.53213717614
Acer,WorkStation,17.83454271623939,2K,Intel Atom x5-Z8550,4GB,6TB HDD,NVIDIA GeForce GTX 1650,No OS,3.529632561573673,41803.82065901105
lenevo,2 in 1 Convertible,16.63799490179899,HD 1920x1080 ,Intel Core i9,16GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,3.4515476933106397,63270.44633527377
Microsoft,2 in 1 Convertible,14.129788403877251,2K,Intel Celeron Dual Core 3855U ,12GB,512GB SSD,AMD Radeon RX 5600M,macOS,3.964944006539344,32382.622531180703
Chuwi,Business Laptop,17.847619641287068,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420,16GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,macOS,3.9280098507469496,58379.05790027531
lenevo,WorkStation,11.471573817294718,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,8GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,No OS,3.358328237611495,37223.39397924439
Dell,Gaming,14.956824448025236,Full HD,AMD Ryzen 5,16GB,512GB eMMC,NVIDIA GeForce GTX 1650,Linux,2.339972730775284,37271.21500786838
Asus,Business Laptop,15.478153590226668,IPS Panel Retina Display 2560x1600,Intel Core i5,12GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,4.823238085933221,45626.32657050379
lenevo,2 in 1 Convertible,13.30856101234268,2K,Intel Pentium Quad Core N4200,12GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,2.7412842047703445,59133.62803021274
Apple,Gaming,14.774018972133605,Full HD,Intel Core i7,8GB,512GB SSD,NVIDIA GeForce GTX 1650,Linux,2.243395020168517,48663.18229145523
Dell,WorkStation,17.876240013594227,2K,Intel Pentium Quad Core N4200,8GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Linux,4.048589545187266,78051.99631823975
Acer,WorkStation,17.253956366690772,IPS Panel Retina Display 2560x1600,Intel Core i5,12GB,128GB PCIe SSD,AMD Radeon RX 5600M,No OS,2.594577020359554,60644.111084287346
Dell,2 in 1 Convertible,12.987403523403314,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,8GB,128GB SSD,Intel Iris Xe Graphics,Windows 10,3.799426732173572,94361.1355102347
Dell,Business Laptop,11.324815502364798,4K,Intel Core i5,16GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,4.1150811699374,63382.81988240659
Apple,UltraBook,16.12068270045451,Full HD,AMD Ryzen 5,12GB,512GB SSD,NVIDIA GeForce GTX 1650,No OS,2.3016029635763635,41960.08106710157
MSI,2 in 1 Convertible,13.339521627669649,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,8GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,3.9124388675038677,57109.82100304248
Chuwi,Business Laptop,17.12726382166119,2K,AMD A9-Series 9420,8GB,256GB eMMC,Intel Iris Xe Graphics,Windows 11,2.049303429055156,56041.510882547496
Dell,WorkStation,13.042716154090776,2K,Intel Core i7,8GB,512GB eMMC,Intel Iris Xe Graphics,Linux,3.716579801241109,77539.40189477301
Apple,NoteBook,13.599147866396393,Full HD,AMD Ryzen 5,8GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,3.6499575890902776,62073.591496280154
Dell,NoteBook,13.560113801903542,HD 1920x1080 ,Intel Core i5,4GB,256GB PCIe SSD,Intel Iris Xe Graphics,No OS,2.376237014741961,58604.63565178001
lenevo,Business Laptop,15.281527112306577,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,16GB,4TB HDD,Intel Iris Xe Graphics,No OS,2.168819871745332,68726.02405135095
Apple,2 in 1 Convertible,16.720284739325756,2K,Intel Core i7,4GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 10,3.456964520586064,68958.76161973499
lenevo,WorkStation,11.256725454818957,HD 1920x1080 ,AMD Ryzen 5,16GB,256GB SSD,AMD Radeon RX 5600M,macOS,4.315322009850557,52313.25799062287
Dell,Gaming,17.313536331108015,HD 1920x1080 ,AMD Ryzen 7,8GB,256GB SSD,NVIDIA GeForce GTX 1650,macOS,4.876002333218658,71445.09123114069
Acer,WorkStation,15.412637181880006,4K,Intel Pentium Quad Core N4200,8GB,1TB SSHD,AMD Radeon RX 5600M,macOS,3.0732291534485294,50803.05207691131
Chuwi,WorkStation,17.91077815743409,4K,Intel Core i9,8GB,256GB SSD,AMD Radeon RX 5600M,Linux,3.8017622994110405,44914.63153682139
Asus,NoteBook,17.785672930246406,4K,Intel Celeron Dual Core 3855U ,16GB,1TB SSHD,AMD Radeon RX 5600M,macOS,3.455409920263236,33709.3881052801
lenevo,UltraBook,16.401327136776615,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,16GB,4TB HDD,Intel Iris Xe Graphics,macOS,2.618372479038178,56329.97406529738
Microsoft,2 in 1 Convertible,14.217010847021172,HD 1920x1080 ,Intel Xeon E3-1505M ,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,2.8004353809717917,58712.69294889089
lenevo,Business Laptop,16.47898683894542,Full HD,AMD Ryzen 7,8GB,512GB SSD,AMD Radeon RX 5600M,Windows 10,2.229994661334362,59431.485323953995
MSI,NoteBook,16.267889264016755,Full HD,Intel Core i5,4GB,256GB SSD,AMD Radeon RX 5600M,No OS,4.465245789899473,56120.59903010751
Chuwi,Business Laptop,17.47901320980367,2K,Intel Pentium Quad Core N4200,8GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 10,4.712090475295529,45401.84059957073
lenevo,Gaming,16.297981775781505,HD 1920x1080 ,Intel Pentium Quad Core N4200,12GB,1TB Fusion Drive,Intel Iris Xe Graphics,Windows 10,3.6320493558348734,46962.461580483316
Asus,Business Laptop,15.476217308247886,HD 1920x1080 ,AMD A9-Series 9420,12GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 11,2.5051881826244595,67598.73139859345
Microsoft,2 in 1 Convertible,12.10607272388671,2K,Intel Core i7,4GB,6TB HDD,Intel Iris Xe Graphics,Windows 11,2.017536233127519,60382.947236126805
Microsoft,2 in 1 Convertible,16.730242245716376,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,1TB HDD,Intel Iris Xe Graphics,Linux,3.838557852948626,67626.73632115126
Microsoft,2 in 1 Convertible,12.547805053301179,Full HD,AMD Ryzen 5,4GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,2.8777130423173647,60943.04079961007
Apple,WorkStation,12.388988314739093,Full HD,Intel Xeon E3-1505M ,8GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,2.9873010661922472,42826.624078474386
hp,NoteBook,13.899544524753185,4K,Intel Xeon E3-1505M ,8GB,1TB HDD,AMD Radeon RX 5600M,Linux,2.318256228245808,60124.78094376499
Microsoft,2 in 1 Convertible,15.94168152775173,Full HD,Intel Core i9,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,2.6027301895971,39087.88658184452
Microsoft,NoteBook,11.397814809065851,4K,Intel Core i5,16GB,512GB SSD,NVIDIA GeForce GTX 1650,macOS,2.0228587159772147,57107.74432456652
Acer,Gaming,14.895676076160012,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,4GB,1TB SSHD,AMD Radeon RX 5600M,Windows 11,3.519575037114261,60983.63289404971
Dell,Gaming,15.08260316981058,4K,Intel Core i7,16GB,128GB SSD,NVIDIA GeForce GTX 1650,Linux,2.3457506800603154,34636.75559764146
lenevo,UltraBook,15.837451971755216,HD 1920x1080 ,Intel Pentium Quad Core N4200,16GB,512GB eMMC,Intel Iris Xe Graphics,No OS,3.6324716091618394,59379.79498914745
Apple,2 in 1 Convertible,12.570702681506113,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,16GB,256GB PCIe SSD,Intel Iris Xe Graphics,No OS,4.370684235549331,43177.19491118102
Microsoft,2 in 1 Convertible,11.522241555920344,4K,Intel Pentium Quad Core N4200,16GB,256GB eMMC,AMD Radeon RX 5600M,macOS,4.572191537889123,46367.59160422111
Chuwi,NoteBook,11.723567891756199,4K,Intel Core i7,16GB,512GB eMMC,AMD Radeon RX 5600M,No OS,2.3887265052242084,45910.660641105416
Apple,UltraBook,15.615186080584877,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,8GB,512GB NVMe SSD,AMD Radeon RX 5600M,Windows 11,3.807421294865297,63228.81612173725
Acer,WorkStation,14.982572281479554,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,16GB,2TB HDD,NVIDIA GeForce GTX 1650,macOS,2.8730529944600063,56023.76938218322
Asus,2 in 1 Convertible,11.807397715877789,2K,Intel Core i7,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,3.6981268366806863,43692.920229045136
MSI,NoteBook,12.097321361449351,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,2.174654481208952,68212.32870535008
Apple,2 in 1 Convertible,16.252518856438865,IPS Panel Retina Display 2560x1600,Intel Core i5,16GB,1TB HDD,Intel Iris Xe Graphics,No OS,2.8511820449798577,35070.155850682735
Asus,WorkStation,17.165510252232565,Full HD,Intel Atom x5-Z8550,12GB,1TB HDD,Intel Iris Xe Graphics,Windows 10,4.870819862053144,38018.20445785136
MSI,Gaming,13.534696052468597,Full HD,AMD Ryzen 7,16GB,512GB eMMC,NVIDIA GeForce GTX 1650,No OS,2.8904807112714823,47090.39574502742
Chuwi,Business Laptop,14.560166618300151,Full HD,Intel Atom x5-Z8550,16GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 11,2.2071667477289187,66612.32538666562
Dell,NoteBook,17.245514806467128,Full HD,Intel Core i5,16GB,4TB HDD,NVIDIA GeForce GTX 1650,No OS,2.6346541151157954,45911.66889951368
lenevo,UltraBook,14.074797794273309,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,16GB,256GB SSD,AMD Radeon RX 5600M,No OS,4.654861724279245,44844.99617587248
Asus,2 in 1 Convertible,12.700104516346922,4K,Intel Celeron Dual Core 3855U ,12GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,3.141196940658854,35211.70749415157
Acer,Gaming,17.152995851989868,IPS Panel Retina Display 2560x1600,Intel Core i9,12GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,2.3894599214906593,59689.52975568715
Dell,Gaming,14.121022516337831,4K,AMD A9-Series 9420,8GB,512GB SSD,AMD Radeon RX 5600M,Linux,2.22752951531246,69912.94537047423
Dell,WorkStation,17.58535694139868,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,16GB,1TB HDD,Intel Iris Xe Graphics,Windows 10,4.059795027889901,33776.161612653035
Chuwi,NoteBook,14.27299240531127,Full HD,Intel Atom x5-Z8550,12GB,128GB SSD,Intel Iris Xe Graphics,macOS,4.689206759708493,34524.398405467
MSI,2 in 1 Convertible,14.363033422703023,HD 1920x1080 ,Intel Pentium Quad Core N4200,4GB,2TB SATA SSD,Intel Iris Xe Graphics,macOS,4.07089343417099,37326.12231098877
Asus,WorkStation,17.274672349182804,2K,AMD Ryzen 7,12GB,1TB NVMe SSD,Intel Iris Xe Graphics,No OS,3.963897859514117,62391.31199147097
Dell,2 in 1 Convertible,15.311612176578858,Full HD,Intel Core i7,16GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,4.22788757327433,45343.84160330247
lenevo,Business Laptop,13.84435080361169,4K,Intel Core i5,12GB,1TB Fusion Drive,AMD Radeon RX 5600M,Windows 10,3.3767772039831296,60773.99003162896
MSI,Business Laptop,12.959903063511891,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,4GB,256GB Flash Storage,Intel Iris Xe Graphics,Windows 11,2.529000112200614,32273.914899874242
MSI,UltraBook,16.925499856332248,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420,4GB,256GB PCIe SSD,AMD Radeon RX 5600M,No OS,2.039093268766088,31877.49623308037
Chuwi,NoteBook,15.052900396592985,HD 1920x1080 ,Intel Xeon E3-1505M ,4GB,512GB eMMC,AMD Radeon RX 5600M,Windows 11,4.7550322885033225,38661.918072009765
Asus,WorkStation,12.55750718077833,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,4GB,512GB NVMe SSD,Intel Iris Xe Graphics,No OS,4.865385881368605,53126.94784975903
hp,2 in 1 Convertible,13.017573970814666,4K,AMD Ryzen 7,16GB,512GB SSD,Intel Iris Xe Graphics,Windows 10,4.462700181798432,62618.824849882
hp,NoteBook,14.616112470551254,2K,Intel Core i9,16GB,512GB eMMC,AMD Radeon RX 5600M,Linux,2.390914249375233,53848.38887507369
Microsoft,Business Laptop,17.659505764179638,2K,Intel Celeron Dual Core 3855U ,8GB,2TB NVMe SSD,AMD Radeon RX 5600M,macOS,2.606669882393563,67505.02563096835
Acer,Gaming,15.68560346695114,HD 1920x1080 ,Intel Atom x5-Z8550,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,macOS,2.4654399141721104,57364.79178057921
MSI,WorkStation,17.768194722875855,HD 1920x1080 ,Intel Atom x5-Z8550,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,macOS,4.465327240343316,45354.09044348191
Asus,Gaming,14.012688855079105,4K,Intel Pentium Quad Core N4200,16GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Linux,2.8937954124026573,42113.80739185714
