CompanyName,TypeOfLaptop,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
hp,WorkStation,16.25227237156661,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,8GB,512GB NVMe SSD,AMD Radeon RX 5600M,Linux,2.8793936602917,38045.60106387815
Chuwi,WorkStation,13.405311277594226,HD 1920x1080 ,AMD A9-Series 9420,8GB,1TB SSHD,Intel Iris Xe Graphics,Windows 11,4.872040899795913,69008.65381294151
hp,WorkStation,12.723276853201538,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,8GB,128GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,3.523974207602805,53698.24616020199
hp,Gaming,16.780063616711384,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,No OS,4.896969933645284,63387.305280807035
Acer,Gaming,17.451592641378635,4K,Intel Pentium Quad Core N4200,8GB,128GB SSD,Intel Iris Xe Graphics,macOS,2.9019271792500136,49164.58548072631
Acer,Business Laptop,17.656770394111085,Full HD,AMD Ryzen 5,8GB,2TB SATA SSD,Intel Iris Xe Graphics,Windows 11,2.944585484056915,34034.4049176976
lenevo,UltraBook,11.67941393661846,4K,Intel Core i5,12GB,256GB Flash Storage,Intel Iris Xe Graphics,Linux,3.4374216787695393,40212.06934549292
Acer,UltraBook,12.354417558483805,4K,Intel Core i9,4GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,2.5317686499648757,55743.609436270555
Asus,Business Laptop,15.19084951299333,2K,Intel Core i7,8GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,No OS,3.1291443667256287,47238.466967672444
Chuwi,Gaming,13.839883953994505,HD 1920x1080 ,Intel Core i5,8GB,1TB HDD,Intel Iris Xe Graphics,Windows 11,3.8103296289386615,63447.02910626881
Acer,Business Laptop,12.324129937595872,2K,AMD Ryzen 5,8GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,4.4726327207051835,51051.49693773747
Microsoft,2 in 1 Convertible,11.240120384717159,Full HD,Intel Core i9,8GB,512GB SSD,AMD Radeon RX 5600M,Windows 11,4.077873583765903,31479.11129374142
Apple,WorkStation,13.887773233495441,4K,Intel Pentium Quad Core N4200,16GB,2TB HDD,NVIDIA GeForce GTX 1650,macOS,3.1413745557640302,109057.71583058969
MSI,UltraBook,16.17358360467481,4K,Intel Celeron Dual Core 3855U ,8GB,2TB SATA SSD,Intel Iris Xe Graphics,Windows 11,3.964530100716083,43432.75584082426
hp,Gaming,15.777732362603095,2K,Intel Atom x5-Z8550,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,3.8452966348057234,55181.08712102473
hp,NoteBook,11.763795895640616,Full HD,Intel Atom x5-Z8550,8GB,128GB PCIe SSD,Intel Iris Xe Graphics,No OS,3.477632107022191,54532.69784040686
Acer,UltraBook,14.27776087201406,HD 1920x1080 ,AMD Ryzen 7,4GB,256GB eMMC,NVIDIA GeForce GTX 1650,Linux,4.316673730940638,30056.170425596272
lenevo,2 in 1 Convertible,16.978288382419557,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,12GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,2.5856711674639827,35995.16361526502
Apple,Gaming,16.332956014261313,HD 1920x1080 ,AMD Ryzen 7,16GB,128GB SSD,Intel Iris Xe Graphics,Linux,3.5264246702047877,57314.65284542291
Asus,NoteBook,17.178881943420063,2K,AMD A9-Series 9420,12GB,4TB HDD,Intel Iris Xe Graphics,Linux,4.085092094214259,61235.029070932105
Asus,WorkStation,14.211850106653857,Full HD,Intel Celeron Dual Core 3855U ,16GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,macOS,3.983639051570112,45075.72987203123
lenevo,UltraBook,11.633685055276057,HD 1920x1080 ,Intel Pentium Quad Core N4200,4GB,512GB SSD,NVIDIA GeForce GTX 1650,Linux,2.0394968183981055,36556.73787042355
Apple,UltraBook,14.189940073081678,4K,Intel Pentium Quad Core N4200,12GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Linux,4.955321108056941,65006.678977535536
Chuwi,WorkStation,15.371439284938388,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,8GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 10,2.282198711428981,61531.35083445795
Asus,2 in 1 Convertible,13.590443208981544,4K,Intel Pentium Quad Core N4200,12GB,512GB eMMC,AMD Radeon RX 5600M,Windows 10,2.064635044408472,48969.00868991505
MSI,2 in 1 Convertible,14.105484927369265,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,8GB,2TB HDD,AMD Radeon RX 5600M,Windows 11,2.5804607604040823,38504.92937612838
lenevo,NoteBook,17.67374980051282,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,12GB,256GB Flash Storage,Intel Iris Xe Graphics,No OS,3.724663698466474,53425.35168021941
lenevo,Gaming,17.06463669340863,4K,Intel Pentium Quad Core N4200,4GB,2TB NVMe SSD,Intel Iris Xe Graphics,No OS,3.450584483454109,47878.12876596198
lenevo,NoteBook,13.219701643873389,2K,Intel Atom x5-Z8550,16GB,2TB NVMe SSD,AMD Radeon RX 5600M,Windows 11,4.499117062407103,61029.57066301315
lenevo,WorkStation,15.349549069689395,2K,AMD A9-Series 9420,16GB,256GB eMMC,NVIDIA GeForce GTX 1650,No OS,2.832506691088028,41977.05028261313
Apple,WorkStation,13.464896472120184,Full HD,AMD Ryzen 5,12GB,1TB Fusion Drive,Intel Iris Xe Graphics,Linux,4.114728981959319,33247.74197406077
MSI,Business Laptop,12.039103768634746,IPS Panel Retina Display 2560x1600,Intel Core i7,16GB,1TB SSHD,NVIDIA GeForce GTX 1650,Windows 11,4.0793817015141105,62939.29725198583
Acer,Gaming,14.583989569682492,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,8GB,512GB eMMC,AMD Radeon RX 5600M,No OS,2.7410858036171493,46078.717733659105
Asus,WorkStation,12.500453145327725,2K,AMD A9-Series 9420,16GB,1TB HDD,AMD Radeon RX 5600M,Linux,2.785342195478,51898.807352443284
hp,WorkStation,12.20863262639972,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,16GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,3.38226204974357,65226.07028674601
hp,2 in 1 Convertible,12.942737812651334,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,8GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 10,4.975385845440825,33388.49329075729
Acer,Business Laptop,14.254719737982674,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,4GB,128GB PCIe SSD,Intel Iris Xe Graphics,Windows 11,4.830735368531722,55786.62825604038
hp,WorkStation,16.47426492560128,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,2TB HDD,Intel Iris Xe Graphics,Windows 11,2.5990598221915273,68903.21450918575
hp,WorkStation,15.452657262608296,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,12GB,6TB HDD,NVIDIA GeForce GTX 1650,Windows 11,4.480455352712074,63437.32696165622
Asus,Gaming,16.490300637280043,HD 1920x1080 ,Intel Core i5,12GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,No OS,4.696816406568478,55555.93554565484
Acer,2 in 1 Convertible,13.827818840803895,Full HD,AMD Ryzen 5,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,4.796957653649217,47635.56378700004
Acer,Business Laptop,11.900021414024371,Full HD,Intel Core i9,4GB,256GB eMMC,AMD Radeon RX 5600M,Windows 11,2.6595012744627198,60941.829063267025
Acer,2 in 1 Convertible,13.374351908315985,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,8GB,512GB SSD,AMD Radeon RX 5600M,Linux,2.3638343970684175,43306.47538739597
Chuwi,2 in 1 Convertible,13.837288879356027,Full HD,AMD Ryzen 7,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,4.468274783463361,68079.20393029635
lenevo,Gaming,15.679399247765751,4K,AMD A9-Series 9420,12GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,No OS,4.271438852665355,53729.036318434526
Dell,Business Laptop,17.305203986610863,Full HD,AMD A9-Series 9420,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,macOS,4.109191327927286,86390.58909820278
Apple,NoteBook,15.219919138862064,Full HD,Intel Celeron Dual Core 3855U ,16GB,128GB SSD,NVIDIA GeForce GTX 1650,Linux,2.6520115291314093,31180.30033639045
lenevo,Gaming,12.656972670097018,Full HD,Intel Core i5,4GB,1TB Fusion Drive,Intel Iris Xe Graphics,Windows 11,2.2287285689134637,68938.40111415938
Dell,UltraBook,11.398587723342478,Full HD,Intel Core i9,12GB,512GB eMMC,AMD Radeon RX 5600M,Windows 11,2.7005902237820876,57414.13294507371
Dell,Gaming,17.616554258388952,2K,Intel Core i5,16GB,256GB SSD,AMD Radeon RX 5600M,No OS,3.3883543736497574,60177.40661280969
hp,2 in 1 Convertible,17.474330664398774,4K,Intel Atom x5-Z8550,4GB,256GB SSD,Intel Iris Xe Graphics,macOS,2.056459453484725,37225.968174709604
MSI,WorkStation,17.351192241485897,HD 1920x1080 ,Intel Xeon E3-1505M ,12GB,256GB Flash Storage,AMD Radeon RX 5600M,No OS,4.380477124301351,48317.70929412373
hp,Business Laptop,16.897149242143307,Full HD,AMD Ryzen 5,16GB,512GB NVMe SSD,AMD Radeon RX 5600M,No OS,4.289399477630618,45982.75144992075
Apple,Gaming,12.337326917221613,HD 1920x1080 ,AMD Ryzen 7,8GB,1TB Fusion Drive,AMD Radeon RX 5600M,No OS,3.5294388700615027,46868.6927361689
Acer,WorkStation,12.391513547470629,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,16GB,2TB HDD,AMD Radeon RX 5600M,Windows 11,4.671173499823769,69295.14049251872
Apple,Gaming,11.191313191872524,IPS Panel Retina Display 2560x1600,Intel Core i5,4GB,256GB SSD,Intel Iris Xe Graphics,macOS,3.0611148801088888,60882.08676023431
Chuwi,Business Laptop,17.62174140524908,HD 1920x1080 ,Intel Core i5,12GB,256GB SSD,AMD Radeon RX 5600M,Linux,3.4282536037656772,66488.03952937506
Asus,UltraBook,13.361737587459649,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,4GB,512GB SSD,NVIDIA GeForce GTX 1650,Windows 11,3.0902240867186666,30888.959365665534
MSI,WorkStation,15.474812736446367,Full HD,Intel Xeon E3-1505M ,4GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,4.147666447986824,50208.68036955733
Apple,NoteBook,15.261872078552193,IPS Panel Retina Display 2560x1600,Intel Core i9,16GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 11,3.567227383948902,65462.70004297792
lenevo,UltraBook,15.630653096224979,2K,Intel Pentium Quad Core N4200,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,Linux,3.2711355345228674,58463.800522417136
Apple,Gaming,17.55817591545354,2K,AMD Ryzen 5,12GB,6TB HDD,Intel Iris Xe Graphics,No OS,4.835871341762402,39896.48014973555
lenevo,Gaming,12.834576182798608,2K,Intel Pentium Quad Core N4200,4GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,macOS,2.2168168626816285,36651.295527278744
hp,Gaming,12.940889337827493,4K,Intel Atom x5-Z8550,4GB,1TB SSHD,AMD Radeon RX 5600M,Windows 11,3.3650887745334073,50397.400908936426
Dell,Gaming,17.415977032653217,Full HD,Intel Xeon E3-1505M ,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,No OS,2.7603744284287965,52072.00120882086
Chuwi,WorkStation,16.342039282361064,2K,AMD A9-Series 9420,12GB,1TB HDD,NVIDIA GeForce GTX 1650,Linux,3.2104622365767383,44448.66987580654
Dell,2 in 1 Convertible,16.22356712209715,2K,Intel Pentium Quad Core N4200,16GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Windows 10,4.560070638583993,68328.12971555255
Asus,Gaming,12.907217395753474,IPS Panel Retina Display 2560x1600,Intel Atom x5-Z8550,16GB,512GB NVMe SSD,AMD Radeon RX 5600M,Linux,4.95264928164819,46144.345175466406
hp,Business Laptop,14.493271714812366,4K,Intel Atom x5-Z8550,16GB,256GB eMMC,AMD Radeon RX 5600M,Windows 11,2.6808210835476647,62164.43116643155
lenevo,WorkStation,14.009628532714444,IPS Panel Retina Display 2560x1600,Intel Core i7,16GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,Linux,4.64078713301398,31741.11140844911
Microsoft,NoteBook,16.543338338704658,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,4GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,4.173587573013643,66899.24876863224
lenevo,WorkStation,17.807740739026613,2K,Intel Xeon E3-1505M ,12GB,1TB HDD,Intel Iris Xe Graphics,Windows 11,3.9577526838943795,57976.9258461274
hp,UltraBook,11.948714329903671,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,12GB,2TB NVMe SSD,Intel Iris Xe Graphics,No OS,3.9704594330544714,78329.49121384151
Acer,2 in 1 Convertible,16.025438171848613,Full HD,Intel Pentium Quad Core N4200,16GB,512GB eMMC,Intel Iris Xe Graphics,Windows 10,3.4948589999122963,51769.82292789868
hp,NoteBook,17.16075917076206,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,12GB,256GB Flash Storage,AMD Radeon RX 5600M,No OS,4.124621946744288,66090.86194697986
lenevo,WorkStation,11.491654589884032,2K,Intel Atom x5-Z8550,4GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,4.475187693443823,34530.75587338766
lenevo,NoteBook,11.813473626176078,HD 1920x1080 ,Intel Core i5,8GB,256GB SSD,NVIDIA GeForce GTX 1650,No OS,3.4899827984420937,31233.966827724264
Microsoft,2 in 1 Convertible,14.540699270185904,IPS Panel Retina Display 2560x1600,Intel Core i7,4GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,No OS,2.317644356161891,51804.33048352866
Dell,Gaming,15.182873573919927,Full HD,Intel Core i9,8GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 11,4.820182856731617,73258.12350908204
Microsoft,Business Laptop,16.84787603578441,Full HD,Intel Celeron Dual Core 3855U ,12GB,1TB HDD,AMD Radeon RX 5600M,No OS,4.3898829844806,51778.64781616423
Asus,UltraBook,14.536733763262928,4K,Intel Core i9,4GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 10,2.4158239478526236,52250.70503959781
MSI,Business Laptop,12.99097395925662,2K,AMD A9-Series 9420,4GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,2.0162489047977994,61834.61934043412
MSI,NoteBook,14.597665475810857,2K,Intel Xeon E3-1505M ,16GB,2TB SATA SSD,Intel Iris Xe Graphics,Linux,2.550739958153394,53818.610762926925
Acer,NoteBook,13.882389242546708,2K,Intel Pentium Quad Core N4200,4GB,256GB PCIe SSD,AMD Radeon RX 5600M,Windows 11,3.017913219638565,59820.31807391903
Acer,Gaming,17.189195725433258,HD 1920x1080 ,Intel Core i9,8GB,256GB PCIe SSD,AMD Radeon RX 5600M,No OS,3.1391730657185795,61048.536682345744
Apple,UltraBook,17.035118421424528,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,4GB,512GB NVMe SSD,AMD Radeon RX 5600M,Linux,3.1320541177645813,34438.84177930116
Dell,NoteBook,12.693576261999262,Full HD,Intel Xeon E3-1505M ,16GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,3.794636367609971,56603.90685105708
Asus,NoteBook,11.478350964177062,2K,Intel Xeon E3-1505M ,12GB,2TB SATA SSD,Intel Iris Xe Graphics,macOS,2.146654925820157,62386.33197664703
lenevo,UltraBook,12.760904033564339,HD 1920x1080 ,Intel Core i5,4GB,4TB HDD,AMD Radeon RX 5600M,Windows 11,3.412695056057387,69266.55610210012
hp,UltraBook,11.184710569380982,4K,Intel Celeron Dual Core 3855U ,16GB,256GB Flash Storage,Intel Iris Xe Graphics,No OS,4.558624971653094,62439.12148583446
Dell,Business Laptop,17.40291006666653,HD 1920x1080 ,Intel Atom x5-Z8550,16GB,2TB HDD,NVIDIA GeForce GTX 1650,Linux,3.8330948018444184,59197.00975450484
lenevo,WorkStation,15.816880136591351,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,8GB,1TB HDD,AMD Radeon RX 5600M,macOS,4.074144888070429,66458.19132636949
Acer,Gaming,13.089184784289973,HD 1920x1080 ,Intel Core i7,4GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 10,4.315004016121146,40320.35532583537
Chuwi,WorkStation,17.82203628141463,4K,Intel Pentium Quad Core N4200,4GB,6TB HDD,NVIDIA GeForce GTX 1650,Windows 11,3.5314900271119436,47326.45755783201
Apple,NoteBook,13.869842838837233,IPS Panel Retina Display 2560x1600,Intel Core i5,12GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,Linux,2.621426673059266,68808.8362123124
Acer,Gaming,15.216575934498875,IPS Panel Full HD / Touchscreen 1920x1080,Intel Atom x5-Z8550,12GB,512GB SSD,NVIDIA GeForce GTX 1650,No OS,3.7976988425814193,46935.13354480777
Acer,NoteBook,11.965491014349986,HD 1920x1080 ,AMD Ryzen 7,12GB,2TB HDD,Intel Iris Xe Graphics,macOS,2.469684776721368,43276.897993418796
Asus,UltraBook,14.936865629185489,HD 1920x1080 ,Intel Pentium Quad Core N4200,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,Windows 11,2.4561499435696015,42615.97152807765
hp,NoteBook,17.02030769869841,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,Linux,3.212797346323451,44704.734649270744
Chuwi,WorkStation,14.576741156921626,2K,Intel Core i7,16GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,4.943383883099585,48620.927283113604
Dell,WorkStation,17.575123852525167,2K,Intel Celeron Dual Core 3855U ,4GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,3.8410760567341624,49509.502679667174
Dell,NoteBook,13.802308490261062,Full HD,Intel Core i7,16GB,512GB SSD,Intel Iris Xe Graphics,macOS,4.831606119654336,50114.80944242707
Microsoft,WorkStation,12.84098230579693,2K,Intel Xeon E3-1505M ,8GB,512GB eMMC,AMD Radeon RX 5600M,No OS,4.454446288323612,50048.57734561282
Microsoft,Gaming,14.635014329935128,2K,Intel Core i7,4GB,256GB SSD,NVIDIA GeForce GTX 1650,Windows 10,2.035340123319994,35415.06271215806
MSI,Business Laptop,12.44046717186609,IPS Panel Retina Display 2560x1600,Intel Core i5,4GB,128GB PCIe SSD,AMD Radeon RX 5600M,Linux,2.725318236582081,38087.413067929694
Apple,WorkStation,11.501240523283595,HD 1920x1080 ,AMD A9-Series 9420,16GB,256GB PCIe SSD,Intel Iris Xe Graphics,No OS,4.1728680629652875,58409.417336894985
hp,Business Laptop,17.5158824616986,Full HD,Intel Celeron Dual Core 3855U ,12GB,256GB SSD,AMD Radeon RX 5600M,macOS,3.467070695999335,65606.71056085327
Asus,NoteBook,15.395927738578564,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,12GB,6TB HDD,Intel Iris Xe Graphics,Linux,4.592289061803106,56686.58525257244
Chuwi,Business Laptop,17.55084674559594,Full HD,Intel Core i5,16GB,4TB HDD,NVIDIA GeForce GTX 1650,No OS,4.795241463989978,61453.54025212025
Asus,UltraBook,17.440521126806672,HD 1920x1080 ,Intel Core i9,4GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.36827145627891,62412.79394163577
Microsoft,UltraBook,12.579054652014209,HD 1920x1080 ,Intel Core i5,8GB,2TB SATA SSD,Intel Iris Xe Graphics,macOS,4.226993409178775,36640.27125371086
Asus,NoteBook,16.13260565277529,4K,Intel Xeon E3-1505M ,12GB,256GB SSD,Intel Iris Xe Graphics,No OS,2.9399214463010503,46223.06325842411
lenevo,Business Laptop,14.662393796980883,2K,Intel Xeon E3-1505M ,8GB,1TB SSHD,NVIDIA GeForce GTX 1650,Windows 10,3.384666238655226,59976.14465916694
Dell,WorkStation,12.795258837461665,Full HD,AMD A9-Series 9420,8GB,6TB HDD,Intel Iris Xe Graphics,No OS,4.478094123789859,74313.46306277117
MSI,2 in 1 Convertible,13.374295355522065,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,4GB,128GB PCIe SSD,AMD Radeon RX 5600M,Windows 10,2.7348598905969723,69028.71464155689
Apple,WorkStation,16.58724620706776,Full HD,Intel Pentium Quad Core N4200,12GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,Linux,4.356363006640965,65651.84640061346
Asus,NoteBook,16.773251105398863,2K,Intel Pentium Quad Core N4200,8GB,512GB eMMC,NVIDIA GeForce GTX 1650,macOS,2.442139357314346,30737.9684828597
MSI,UltraBook,11.737450261225382,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,16GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 11,2.4079999017671536,55299.095550437494
Dell,UltraBook,12.74181618673121,HD 1920x1080 ,Intel Atom x5-Z8550,4GB,1TB SSHD,Intel Iris Xe Graphics,Windows 10,3.4273531341032237,58687.92670628977
Acer,Gaming,12.600131010667239,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,8GB,1TB Fusion Drive,AMD Radeon RX 5600M,Windows 10,4.103516799750879,55690.088589749445
Dell,UltraBook,11.52369593611675,HD 1920x1080 ,Intel Core i9,16GB,1TB HDD,Intel Iris Xe Graphics,Windows 11,4.500002080515809,47264.88628157393
Chuwi,2 in 1 Convertible,12.536558448616738,Full HD,Intel Celeron Dual Core 3855U ,4GB,1TB HDD,Intel Iris Xe Graphics,Linux,4.357911152613021,63029.6002555441
MSI,NoteBook,14.731598773326986,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,8GB,6TB HDD,AMD Radeon RX 5600M,Linux,2.456764735087024,56156.97227564205
Microsoft,WorkStation,14.105375909313349,Full HD,Intel Pentium Quad Core N4200,16GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,4.398281213286747,44465.63589138779
lenevo,Gaming,14.888358497596965,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,12GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 11,3.4792514992964767,33411.131000944006
hp,2 in 1 Convertible,16.467075780042187,Full HD,Intel Pentium Quad Core N4200,16GB,128GB SSD,AMD Radeon RX 5600M,Windows 10,3.824018335194062,50854.75552612959
Chuwi,2 in 1 Convertible,12.841350959054235,4K,AMD A9-Series 9420,16GB,128GB PCIe SSD,AMD Radeon RX 5600M,Linux,4.683795290598994,36994.70322699429
hp,Business Laptop,14.080632662813782,4K,Intel Pentium Quad Core N4200,4GB,2TB HDD,Intel Iris Xe Graphics,Linux,3.622746434649954,66179.70770820061
Acer,Business Laptop,12.307880846362188,4K,Intel Celeron Dual Core 3855U ,4GB,2TB NVMe SSD,AMD Radeon RX 5600M,macOS,4.0747774632205775,57016.52218200288
MSI,UltraBook,11.20643895540763,Full HD,AMD A9-Series 9420,12GB,256GB eMMC,NVIDIA GeForce GTX 1650,Linux,4.860709184861509,55736.87729639532
Dell,Gaming,15.671640489803366,4K,AMD A9-Series 9420,12GB,2TB NVMe SSD,AMD Radeon RX 5600M,Linux,2.019003885551606,59165.06906958588
MSI,WorkStation,12.785347348486882,2K,Intel Atom x5-Z8550,16GB,2TB HDD,Intel Iris Xe Graphics,Windows 10,3.0481845030901513,61978.274005522515
hp,WorkStation,13.769264068796351,4K,Intel Xeon E3-1505M ,8GB,2TB NVMe SSD,AMD Radeon RX 5600M,macOS,2.9520841837842755,66000.44714964533
Acer,2 in 1 Convertible,12.764623312240087,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8GB,1TB HDD,AMD Radeon RX 5600M,Windows 10,3.212012453060509,58928.37177997373
Microsoft,2 in 1 Convertible,16.00083663494189,Full HD,AMD Ryzen 5,4GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,3.985344639795267,38060.36707158963
Asus,UltraBook,13.583936279354898,4K,Intel Xeon E3-1505M ,8GB,2TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,3.78533324485504,33605.267218444445
Chuwi,NoteBook,16.98339230204612,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,16GB,2TB SATA SSD,AMD Radeon RX 5600M,Linux,4.123582478663458,68090.43476698436
MSI,Gaming,16.568493634725314,IPS Panel Retina Display 2560x1600,Intel Core i7,8GB,256GB eMMC,AMD Radeon RX 5600M,Windows 11,2.934160395219422,63118.17680966151
Chuwi,NoteBook,12.184092336150025,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,12GB,1TB NVMe SSD,Intel Iris Xe Graphics,macOS,4.443525633430527,44153.0484819517
Microsoft,Gaming,11.854687123946878,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,12GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,4.855258285134134,50930.9552404531
Asus,UltraBook,16.832945601919178,4K,Intel Atom x5-Z8550,8GB,2TB SATA SSD,Intel Iris Xe Graphics,No OS,3.7712758951354823,41311.83194033221
Apple,Gaming,15.795790383957497,Full HD,AMD Ryzen 5,16GB,256GB SSD,NVIDIA GeForce GTX 1650,macOS,2.3083198129555065,97762.68567087947
Asus,NoteBook,12.39148913133272,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,4GB,512GB SSD,AMD Radeon RX 5600M,No OS,3.6141391025350353,37827.61333826519
lenevo,NoteBook,17.13348553760123,4K,AMD Ryzen 7,12GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,2.617853891655433,54231.96321225495
Apple,UltraBook,16.590029230358812,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,2TB SATA SSD,Intel Iris Xe Graphics,macOS,3.4204871655424487,30086.63079784943
Dell,Gaming,16.396129534277883,HD 1920x1080 ,Intel Xeon E3-1505M ,12GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,macOS,2.8198006852444224,49945.81370021355
Chuwi,2 in 1 Convertible,14.501137334800458,Full HD,Intel Core i9,8GB,2TB SATA SSD,AMD Radeon RX 5600M,No OS,3.3580111137336113,45541.15910381585
hp,WorkStation,11.683919003921222,4K,AMD A9-Series 9420,12GB,2TB HDD,AMD Radeon RX 5600M,No OS,3.415324393657162,76809.11053042127
lenevo,2 in 1 Convertible,17.57636553776371,2K,Intel Pentium Quad Core N4200,16GB,1TB SSHD,NVIDIA GeForce GTX 1650,Windows 11,3.3316720722757363,50909.840427958785
Dell,NoteBook,14.064992366733623,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 11,2.1185387504046966,31836.661801636597
Dell,Business Laptop,11.957561462642985,HD 1920x1080 ,AMD Ryzen 7,8GB,1TB HDD,NVIDIA GeForce GTX 1650,Linux,3.2530429648674666,72213.32960126005
lenevo,UltraBook,12.6112049527816,2K,Intel Xeon E3-1505M ,12GB,1TB NVMe SSD,AMD Radeon RX 5600M,Linux,2.235858440381551,48780.823359463626
Acer,UltraBook,11.659980158643872,2K,Intel Xeon E3-1505M ,12GB,256GB SSD,AMD Radeon RX 5600M,Linux,2.9306841710339544,48398.99070630975
MSI,WorkStation,16.97129990041676,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,12GB,1TB Fusion Drive,AMD Radeon RX 5600M,Windows 10,2.9550222814618534,32212.92677363521
